date,time,seconds,state,sensor_name,thing_name,thing_ip
04/30/24,16:53,1714513981.4136758,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:53,1714513987.9229767,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:53,1714513994.432451,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:53,1714514000.9417138,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:53,1714514011.9567184,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:53,1714514018.465782,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:53,1714514024.9752676,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:53,1714514031.4845922,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:53,1714514037.9937987,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:54,1714514044.5031946,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:54,1714514055.5184216,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:54,1714514066.5335803,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:54,1714514077.5501013,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:54,1714514088.5654526,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:54,1714514099.5807898,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:55,1714514106.0900264,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:55,1714514117.105442,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:55,1714514128.120004,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:55,1714514134.629352,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:55,1714514145.6444526,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:55,1714514152.1534033,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:55,1714514158.6627803,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:56,1714514165.17199,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:56,1714514171.6813812,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:56,1714514178.1906378,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:56,1714514184.7000265,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:56,1714514191.2091994,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:56,1714514197.717878,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:56,1714514208.7332237,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:56,1714514215.2426696,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:57,1714514226.2578003,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:57,1714514232.7669685,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:57,1714514239.2760625,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:57,1714514245.785442,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:57,1714514252.2944667,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:57,1714514258.8035028,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:57,1714514265.3128178,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:57,1714514271.8218255,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:57,1714514278.3311384,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:58,1714514284.8400028,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:58,1714514291.3492162,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:58,1714514297.858106,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:58,1714514304.3703177,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:58,1714514310.8797317,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:58,1714514321.8947537,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:58,1714514328.403782,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:58,1714514334.9129393,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:59,1714514341.422082,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:59,1714514347.9310255,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:59,1714514354.4400208,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:59,1714514360.9489436,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:59,1714514371.96409,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:59,1714514378.4731112,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:59,1714514384.982469,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:59,1714514391.4912095,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,16:59,1714514398.0004268,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:00,1714514409.0145547,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:00,1714514415.52359,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:00,1714514422.0326922,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:00,1714514433.052748,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:00,1714514439.5610263,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:00,1714514446.0703657,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:00,1714514452.57874,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:00,1714514459.087826,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:01,1714514465.597064,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:01,1714514472.105449,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:01,1714514478.6147103,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:01,1714514485.12333,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:01,1714514491.63262,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:01,1714514498.1417968,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:01,1714514504.6509316,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:01,1714514515.6659434,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:02,1714514522.1751373,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:02,1714514528.684198,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:02,1714514535.1934035,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:02,1714514541.702598,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:02,1714514548.2111976,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:02,1714514554.7204618,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:02,1714514565.7360966,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:02,1714514572.245448,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:02,1714514578.7545483,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:03,1714514585.263729,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:03,1714514596.2788906,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:03,1714514607.2938237,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:03,1714514618.3086796,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:03,1714514629.32367,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:04,1714514640.3389187,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:04,1714514646.8479097,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:04,1714514657.8627832,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:04,1714514664.3719623,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:04,1714514675.3872068,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:04,1714514681.895548,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:04,1714514688.4047775,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:04,1714514694.9139326,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:05,1714514701.4232426,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:05,1714514707.9340832,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:05,1714514714.443298,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:05,1714514720.952619,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:05,1714514731.967343,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:05,1714514738.4765606,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:05,1714514744.9855926,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:05,1714514751.494804,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:05,1714514758.0113106,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:06,1714514764.5201826,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:06,1714514771.0294375,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:06,1714514777.539003,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:06,1714514784.0480611,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:06,1714514790.557223,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:06,1714514797.065865,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:06,1714514803.574252,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:06,1714514810.0833688,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:06,1714514816.5927503,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:07,1714514827.6068969,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:07,1714514834.115993,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:07,1714514840.6263132,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:07,1714514851.6413786,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:07,1714514858.15063,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:07,1714514864.6598756,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:07,1714514873.1714804,0.0,Left Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:08,1714514882.1840472,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:08,1714514888.693298,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:08,1714514899.7082796,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:08,1714514910.7254398,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:08,1714514917.2344265,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:08,1714514923.7437203,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:08,1714514930.2527575,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:09,1714514941.2670753,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:09,1714514952.2820263,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:09,1714514958.791118,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:09,1714514969.8061206,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:09,1714514976.315363,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:09,1714514982.8246012,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:09,1714514993.8404834,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:10,1714515000.3486102,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:10,1714515006.857868,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:10,1714515017.8728175,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:10,1714515024.3812556,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:10,1714515030.892883,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:10,1714515037.4020455,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:10,1714515048.4169772,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:10,1714515053.9247656,1.0,Right Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:10,1714515056.9294384,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:11,1714515062.437287,0.0,Right Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:11,1714515073.4521804,0.0,Right Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:11,1714515076.4566786,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:11,1714515087.4716442,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:11,1714515095.9833128,0.0,Left Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:11,1714515100.4900012,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:11,1714515111.505295,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:12,1714515122.5200322,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:12,1714515129.0291705,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:12,1714515135.5378594,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:12,1714515141.0456786,0.0,Right Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:12,1714515144.050194,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:12,1714515150.5587575,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:12,1714515157.0679605,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:12,1714515163.5767112,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:12,1714515174.5909505,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:13,1714515181.0999982,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:13,1714515192.1149118,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:13,1714515198.6241546,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:13,1714515205.1334422,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:13,1714515216.14877,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:13,1714515222.6579075,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:13,1714515229.1672604,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:13,1714515235.6765063,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:14,1714515242.185447,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:14,1714515248.694589,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:14,1714515255.2038145,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:14,1714515260.7109773,1.0,Right Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:14,1714515263.7156498,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:14,1714515269.2235572,0.0,Right Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:14,1714515272.2281764,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:14,1714515277.7360563,1.0,Right Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:14,1714515280.7406504,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:14,1714515286.2485774,0.0,Right Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:14,1714515289.2530344,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:15,1714515304.7740562,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:15,1714515311.2832046,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:15,1714515316.7904634,1.0,Right Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:15,1714515319.7948976,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:15,1714515326.3041344,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:15,1714515337.3186705,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:15,1714515347.3324337,1.0,Right Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:15,1714515350.3365831,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:15,1714515356.8453684,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:16,1714515363.3546994,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:16,1714515368.8626564,1.0,Right Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:16,1714515371.8673294,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:16,1714515381.8811536,1.0,Right Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:16,1714515384.88552,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:16,1714515391.394658,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:16,1714515402.4098482,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:16,1714515413.4250338,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:17,1714515424.4401383,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:17,1714515430.94926,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:17,1714515441.9654686,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:17,1714515452.9805045,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:17,1714515459.489889,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:17,1714515466.0055566,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:17,1714515472.5149453,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:17,1714515479.024201,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:18,1714515485.5332053,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:18,1714515496.5485804,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:18,1714515503.0582774,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:18,1714515509.5680702,0.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
04/30/24,17:18,1714515520.5825024,1.0,Front Motion Sensor,MotionGroupPi,192.168.4.149
